   0.1000000000   ,   2.9970028099
   0.2000000000   ,   2.9761900845
   0.3000000000   ,   2.9211287451
   0.4000000000   ,   2.8195472612
   0.5000000000   ,   2.6666634893
   0.6000000000   ,   2.4671002576
   0.7000000000   ,   2.2337991420
   0.8000000000   ,   1.9841228546
   0.9000000000   ,   1.7351071138
   1.0000000000   ,   1.5000058067
   1.1000000000   ,   1.2870125945
   1.2000000000   ,   1.0997221691
   1.3000000000   ,   0.9383974582
   1.4000000000   ,   0.8013004266
   1.5000000000   ,   0.6857320857
   1.6000000000   ,   0.5887134833
