   0.0500000000   ,   3.0000000000
   0.1000000000   ,   2.9988750000
   0.1500000000   ,   2.9943783744
   0.2000000000   ,   2.9842912848
   0.2500000000   ,   2.9664792958
   0.3000000000   ,   2.9389792977
   0.3500000000   ,   2.9001101008
   0.4000000000   ,   2.8485949394
   0.4500000000   ,   2.7836789943
   0.5000000000   ,   2.7052216983
   0.5500000000   ,   2.6137438928
   0.6000000000   ,   2.5104150786
   0.6500000000   ,   2.3969757690
   0.7000000000   ,   2.2756022328
   0.7500000000   ,   2.1487322776
   0.8000000000   ,   2.0188777350
   0.8500000000   ,   1.8884499811
   0.9000000000   ,   1.7596194408
   0.9500000000   ,   1.6342208875
   1.0000000000   ,   1.5137065468
   1.0500000000   ,   1.3991411713
   1.1000000000   ,   1.2912286909
   1.1500000000   ,   1.1903587632
   1.2000000000   ,   1.0966626809
   1.2500000000   ,   1.0100705103
   1.3000000000   ,   0.9303640700
   1.3500000000   ,   0.8572227880
   1.4000000000   ,   0.7902613214
   1.4500000000   ,   0.7290590517
   1.5000000000   ,   0.6731822653
   1.5500000000   ,   0.6222001495
