   -5.0000 ,    0.0385
   -4.9900 ,   -0.9652
   -4.9800 ,   -1.8672
   -4.9700 ,   -2.6742
   -4.9600 ,   -3.3924
   -4.9500 ,   -4.0277
   -4.9400 ,   -4.5857
   -4.9300 ,   -5.0719
   -4.9200 ,   -5.4912
   -4.9100 ,   -5.8486
   -4.9000 ,   -6.1485
   -4.8900 ,   -6.3952
   -4.8800 ,   -6.5929
   -4.8700 ,   -6.7454
   -4.8600 ,   -6.8563
   -4.8500 ,   -6.9291
   -4.8400 ,   -6.9671
   -4.8300 ,   -6.9732
   -4.8200 ,   -6.9505
   -4.8100 ,   -6.9015
   -4.8000 ,   -6.8288
   -4.7900 ,   -6.7349
   -4.7800 ,   -6.6220
   -4.7700 ,   -6.4922
   -4.7600 ,   -6.3475
   -4.7500 ,   -6.1897
   -4.7400 ,   -6.0205
   -4.7300 ,   -5.8415
   -4.7200 ,   -5.6543
   -4.7100 ,   -5.4602
   -4.7000 ,   -5.2606
   -4.6900 ,   -5.0565
   -4.6800 ,   -4.8492
   -4.6700 ,   -4.6396
   -4.6600 ,   -4.4288
   -4.6500 ,   -4.2174
   -4.6400 ,   -4.0065
   -4.6300 ,   -3.7965
   -4.6200 ,   -3.5884
   -4.6100 ,   -3.3825
   -4.6000 ,   -3.1795
   -4.5900 ,   -2.9799
   -4.5800 ,   -2.7840
   -4.5700 ,   -2.5923
   -4.5600 ,   -2.4051
   -4.5500 ,   -2.2227
   -4.5400 ,   -2.0454
   -4.5300 ,   -1.8734
   -4.5200 ,   -1.7069
   -4.5100 ,   -1.5460
   -4.5000 ,   -1.3909
   -4.4900 ,   -1.2416
   -4.4800 ,   -1.0982
   -4.4700 ,   -0.9608
   -4.4600 ,   -0.8295
   -4.4500 ,   -0.7041
   -4.4400 ,   -0.5846
   -4.4300 ,   -0.4712
   -4.4200 ,   -0.3636
   -4.4100 ,   -0.2618
   -4.4000 ,   -0.1658
   -4.3900 ,   -0.0755
   -4.3800 ,    0.0093
   -4.3700 ,    0.0886
   -4.3600 ,    0.1626
   -4.3500 ,    0.2315
   -4.3400 ,    0.2952
   -4.3300 ,    0.3540
   -4.3200 ,    0.4080
   -4.3100 ,    0.4574
   -4.3000 ,    0.5023
   -4.2900 ,    0.5429
   -4.2800 ,    0.5794
   -4.2700 ,    0.6118
   -4.2600 ,    0.6404
   -4.2500 ,    0.6652
   -4.2400 ,    0.6866
   -4.2300 ,    0.7046
   -4.2200 ,    0.7194
   -4.2100 ,    0.7312
   -4.2000 ,    0.7400
   -4.1900 ,    0.7462
   -4.1800 ,    0.7497
   -4.1700 ,    0.7508
   -4.1600 ,    0.7497
   -4.1500 ,    0.7464
   -4.1400 ,    0.7411
   -4.1300 ,    0.7340
   -4.1200 ,    0.7251
   -4.1100 ,    0.7146
   -4.1000 ,    0.7027
   -4.0900 ,    0.6895
   -4.0800 ,    0.6750
   -4.0700 ,    0.6594
   -4.0600 ,    0.6429
   -4.0500 ,    0.6254
   -4.0400 ,    0.6072
   -4.0300 ,    0.5883
   -4.0200 ,    0.5688
   -4.0100 ,    0.5488
   -4.0000 ,    0.5284
   -3.9900 ,    0.5077
   -3.9800 ,    0.4868
   -3.9700 ,    0.4657
   -3.9600 ,    0.4445
   -3.9500 ,    0.4233
   -3.9400 ,    0.4021
   -3.9300 ,    0.3810
   -3.9200 ,    0.3601
   -3.9100 ,    0.3394
   -3.9000 ,    0.3189
   -3.8900 ,    0.2987
   -3.8800 ,    0.2789
   -3.8700 ,    0.2595
   -3.8600 ,    0.2405
   -3.8500 ,    0.2219
   -3.8400 ,    0.2038
   -3.8300 ,    0.1862
   -3.8200 ,    0.1692
   -3.8100 ,    0.1527
   -3.8000 ,    0.1368
   -3.7900 ,    0.1215
   -3.7800 ,    0.1068
   -3.7700 ,    0.0927
   -3.7600 ,    0.0792
   -3.7500 ,    0.0664
   -3.7400 ,    0.0542
   -3.7300 ,    0.0426
   -3.7200 ,    0.0317
   -3.7100 ,    0.0214
   -3.7000 ,    0.0118
   -3.6900 ,    0.0028
   -3.6800 ,   -0.0056
   -3.6700 ,   -0.0133
   -3.6600 ,   -0.0204
   -3.6500 ,   -0.0269
   -3.6400 ,   -0.0329
   -3.6300 ,   -0.0382
   -3.6200 ,   -0.0430
   -3.6100 ,   -0.0472
   -3.6000 ,   -0.0508
   -3.5900 ,   -0.0539
   -3.5800 ,   -0.0565
   -3.5700 ,   -0.0586
   -3.5600 ,   -0.0602
   -3.5500 ,   -0.0613
   -3.5400 ,   -0.0620
   -3.5300 ,   -0.0623
   -3.5200 ,   -0.0621
   -3.5100 ,   -0.0615
   -3.5000 ,   -0.0605
   -3.4900 ,   -0.0592
   -3.4800 ,   -0.0576
   -3.4700 ,   -0.0556
   -3.4600 ,   -0.0533
   -3.4500 ,   -0.0507
   -3.4400 ,   -0.0478
   -3.4300 ,   -0.0447
   -3.4200 ,   -0.0413
   -3.4100 ,   -0.0377
   -3.4000 ,   -0.0340
   -3.3900 ,   -0.0300
   -3.3800 ,   -0.0259
   -3.3700 ,   -0.0216
   -3.3600 ,   -0.0172
   -3.3500 ,   -0.0126
   -3.3400 ,   -0.0080
   -3.3300 ,   -0.0033
   -3.3200 ,    0.0015
   -3.3100 ,    0.0064
   -3.3000 ,    0.0113
   -3.2900 ,    0.0162
   -3.2800 ,    0.0212
   -3.2700 ,    0.0262
   -3.2600 ,    0.0311
   -3.2500 ,    0.0361
   -3.2400 ,    0.0410
   -3.2300 ,    0.0459
   -3.2200 ,    0.0507
   -3.2100 ,    0.0555
   -3.2000 ,    0.0603
   -3.1900 ,    0.0649
   -3.1800 ,    0.0695
   -3.1700 ,    0.0740
   -3.1600 ,    0.0783
   -3.1500 ,    0.0826
   -3.1400 ,    0.0868
   -3.1300 ,    0.0909
   -3.1200 ,    0.0949
   -3.1100 ,    0.0987
   -3.1000 ,    0.1024
   -3.0900 ,    0.1060
   -3.0800 ,    0.1094
   -3.0700 ,    0.1128
   -3.0600 ,    0.1160
   -3.0500 ,    0.1190
   -3.0400 ,    0.1219
   -3.0300 ,    0.1247
   -3.0200 ,    0.1273
   -3.0100 ,    0.1298
   -3.0000 ,    0.1322
   -2.9900 ,    0.1344
   -2.9800 ,    0.1365
   -2.9700 ,    0.1384
   -2.9600 ,    0.1402
   -2.9500 ,    0.1419
   -2.9400 ,    0.1435
   -2.9300 ,    0.1449
   -2.9200 ,    0.1462
   -2.9100 ,    0.1473
   -2.9000 ,    0.1484
   -2.8900 ,    0.1493
   -2.8800 ,    0.1501
   -2.8700 ,    0.1508
   -2.8600 ,    0.1514
   -2.8500 ,    0.1519
   -2.8400 ,    0.1523
   -2.8300 ,    0.1526
   -2.8200 ,    0.1528
   -2.8100 ,    0.1529
   -2.8000 ,    0.1529
   -2.7900 ,    0.1529
   -2.7800 ,    0.1528
   -2.7700 ,    0.1526
   -2.7600 ,    0.1523
   -2.7500 ,    0.1520
   -2.7400 ,    0.1517
   -2.7300 ,    0.1513
   -2.7200 ,    0.1508
   -2.7100 ,    0.1503
   -2.7000 ,    0.1498
   -2.6900 ,    0.1492
   -2.6800 ,    0.1486
   -2.6700 ,    0.1480
   -2.6600 ,    0.1473
   -2.6500 ,    0.1467
   -2.6400 ,    0.1460
   -2.6300 ,    0.1454
   -2.6200 ,    0.1447
   -2.6100 ,    0.1440
   -2.6000 ,    0.1434
   -2.5900 ,    0.1427
   -2.5800 ,    0.1421
   -2.5700 ,    0.1415
   -2.5600 ,    0.1409
   -2.5500 ,    0.1403
   -2.5400 ,    0.1398
   -2.5300 ,    0.1392
   -2.5200 ,    0.1388
   -2.5100 ,    0.1383
   -2.5000 ,    0.1379
   -2.4900 ,    0.1376
   -2.4800 ,    0.1373
   -2.4700 ,    0.1370
   -2.4600 ,    0.1368
   -2.4500 ,    0.1366
   -2.4400 ,    0.1365
   -2.4300 ,    0.1364
   -2.4200 ,    0.1364
   -2.4100 ,    0.1365
   -2.4000 ,    0.1366
   -2.3900 ,    0.1368
   -2.3800 ,    0.1370
   -2.3700 ,    0.1373
   -2.3600 ,    0.1377
   -2.3500 ,    0.1381
   -2.3400 ,    0.1386
   -2.3300 ,    0.1392
   -2.3200 ,    0.1398
   -2.3100 ,    0.1405
   -2.3000 ,    0.1413
   -2.2900 ,    0.1421
   -2.2800 ,    0.1430
   -2.2700 ,    0.1439
   -2.2600 ,    0.1450
   -2.2500 ,    0.1460
   -2.2400 ,    0.1472
   -2.2300 ,    0.1484
   -2.2200 ,    0.1497
   -2.2100 ,    0.1510
   -2.2000 ,    0.1524
   -2.1900 ,    0.1538
   -2.1800 ,    0.1554
   -2.1700 ,    0.1569
   -2.1600 ,    0.1585
   -2.1500 ,    0.1602
   -2.1400 ,    0.1619
   -2.1300 ,    0.1637
   -2.1200 ,    0.1656
   -2.1100 ,    0.1674
   -2.1000 ,    0.1694
   -2.0900 ,    0.1713
   -2.0800 ,    0.1733
   -2.0700 ,    0.1754
   -2.0600 ,    0.1775
   -2.0500 ,    0.1796
   -2.0400 ,    0.1818
   -2.0300 ,    0.1840
